ID,Gender,Temperature,Humidity,Age,Period,ReportedCases,LabConfirmed,ReportedDeaths,ConfirmedDeaths,OutbreakStatus
1000183,Male,23,65,24,July,164,102,22,40,No
1937327,Male,23,65,23,August,119,75,34,23,No
1414547,Male,23,65,33,September,101,68,51,77,No
1643463,Male,23,65,42,October,134,54,21,35,No
1995203,Male,23,65,26,November,167,88,17,22,No
1511420,Male,23,65,42,December,97,54,43,62,No
1837610,Male,23,65,32,January,101,60,7,247,No
1635989,Male,23,65,21,February,119,66,67,150,No
1136048,Male,23,65,25,March,156,79,17,88,No
1536483,Male,23,65,24,April,121,80,44,133,No
1813221,Male,23,65,42,May,111,94,30,22,No
1410706,Male,23,65,25,June,101,84,33,217,No
1910915,Male,23,65,24,July,106,50,16,543,No
1914327,Male,23,65,23,August,86,93,32,37,No
1294443,Male,23,65,32,September,142,79,53,23,No
1983615,Male,23,65,21,October,137,79,34,42,No
1181618,Male,23,65,32,November,97,24,32,212,No
1386581,Male,23,65,26,December,52,83,51,266,No
1808251,Male,23,65,54,January,107,52,49,215,No
1931552,Male,23,65,32,February,83,86,10,38,No
1053422,Male,23,65,26,March,164,66,9,49,No
1857597,Male,23,65,32,April,166,74,32,70,No
1486670,Male,23,65,26,May,57,54,34,28,No
1481830,Male,23,65,63,June,153,39,34,36,No
1921110,Male,23,65,45,July,85,82,13,16,No
1902737,Male,23,65,31,August,92,65,8,269,No
1449633,Male,23,65,23,September,94,51,8,66,No
1934509,Male,23,65,21,October,114,58,36,81,No
1180615,Male,23,65,45,November,100,81,7,91,No
1423604,Male,23,65,40,December,103,59,46,191,No
1326627,Male,23,65,32,January,122,62,12,95,No
1002081,Male,23,65,25,February,119,79,33,28,No
1461573,Male,23,65,26,March,115,80,46,56,No
1571092,Male,23,65,32,April,56,27,30,45,No
1522087,Male,23,65,24,May,81,78,10,27,No
1608932,Male,23,65,21,June,135,98,27,272,No
1937925,Male,23,65,24,July,132,86,33,29,No
1672817,Male,23,65,44,August,109,79,40,201,No
1825485,Male,23,65,26,September,76,42,8,182,No
1168841,Male,23,65,43,October,103,42,14,93,No
1830749,Male,23,65,30,November,126,79,23,87,No
1508767,Male,23,65,40,December,92,69,42,93,No
1251145,Male,23,65,24,January,167,88,31,48,No
1402801,Male,23,65,43,February,99,83,25,36,No
1979173,Male,23,65,32,March,132,64,39,354,No
1276637,Male,23,65,21,April,133,96,18,44,No
1389244,Male,23,65,32,May,162,83,8,24,No
1043366,Male,23,65,23,June,101,90,54,45,No
1855860,Male,23,65,21,July,147,82,16,32,No
1528695,Male,23,65,23,August,113,69,10,77,No
1921245,Male,23,65,57,September,57,81,22,277,No
1843279,Male,23,65,21,October,73,85,19,255,No
1390648,Male,23,65,43,November,119,91,46,171,No
1078220,Male,23,65,23,December,141,45,28,30,No
1202065,Male,23,65,54,January,190,87,12,177,No
1508513,Male,23,65,23,February,82,91,45,196,No
1557043,Male,23,65,26,March,152,60,34,16,No
1611303,Male,23,65,57,April,170,63,32,55,No
1961925,Male,23,65,30,May,132,64,7,450,No
1985166,Male,23,65,34,June,165,67,11,27,No
1443595,Male,23,65,21,July,75,63,9,15,No
1324939,Male,23,65,46,August,74,91,45,75,No
1888220,Male,23,65,34,September,101,56,14,304,No
1095855,Male,23,65,51,October,95,54,33,318,No
1944273,Male,23,65,62,November,137,86,29,285,No
1795440,Male,23,65,21,December,89,96,31,35,No
1433481,Male,23,65,32,January,58,65,32,317,No
1241420,Male,23,65,21,February,152,71,46,492,No
1877317,Male,23,65,45,March,66,73,27,254,No
1835049,Male,23,65,23,April,70,86,8,159,No
1450849,Male,23,65,21,May,116,90,32,37,No
1327635,Male,23,65,24,June,69,79,27,47,No
1699387,Male,23,65,31,July,78,67,10,179,No
1616700,Male,23,65,30,August,69,52,35,311,No
1971633,Male,23,65,23,September,107,88,11,72,No
1273969,Male,23,65,23,October,71,90,34,43,No
1102878,Male,23,65,32,November,69,61,35,16,No
1094574,Male,23,65,24,December,153,81,7,23,No
1560967,Male,23,65,30,January,121,70,31,161,No
1789181,Male,23,65,23,February,95,49,20,276,No
1398074,Male,23,65,32,March,128,61,34,134,No
1709063,Male,23,65,53,April,102,82,40,62,No
1286123,Male,23,65,34,May,83,54,35,50,No
1237982,Male,23,65,24,June,72,65,32,22,No
1898069,Male,23,65,46,July,105,67,28,176,No
1992954,Male,23,65,23,August,118,55,10,196,No
1238737,Male,23,65,32,September,164,95,10,32,No
1477870,Male,23,65,21,October,127,53,31,58,No
1015547,Male,23,65,26,November,73,57,55,30,No
1336479,Male,23,65,21,December,123,86,10,209,No
1911348,Male,23,65,54,January,85,60,13,228,No
1698254,Male,23,65,34,February,72,62,45,193,No
1209803,Male,23,65,24,March,127,57,17,28,No
1054529,Male,23,65,24,April,58,55,34,165,No
1456309,Male,23,65,21,May,124,50,21,178,No
1018000,Male,23,65,32,June,122,63,37,80,No
1541930,Male,23,65,24,July,137,62,19,33,No
1626663,Male,23,65,65,August,123,67,45,160,No
1271399,Male,23,65,23,September,103,92,29,145,No
1964206,Male,23,65,26,October,83,81,42,44,No
1162413,Male,23,65,46,November,105,66,28,157,No
1585506,Male,23,65,23,December,112,45,45,35,No
1055569,Male,23,65,57,January,100,61,24,89,No
1066904,Male,23,65,24,February,87,89,31,47,No
1870626,Male,23,65,34,March,129,65,21,158,No
1038733,Male,23,65,54,April,156,99,22,268,No
1048419,Male,23,65,25,May,140,52,33,78,No
1568271,Male,23,65,23,June,111,84,16,20,No
1307400,Male,23,65,34,July,100,63,22,62,No
1461919,Male,23,65,37,August,145,47,53,226,No
1721666,Male,23,65,21,September,77,67,9,50,No
1950801,Male,23,65,44,October,45,80,12,475,No
1921485,Male,23,65,46,November,122,64,11,90,No
1609546,Male,23,65,45,December,83,97,48,187,No
1163271,Male,23,65,24,January,141,83,42,665,No
1282735,Male,23,65,50,February,192,67,21,311,No
1596093,Male,23,65,30,March,72,78,9,59,No
1079564,Male,23,65,26,April,136,38,35,173,No
1185751,Male,23,65,32,May,141,84,13,31,No
1944713,Male,23,65,32,June,114,79,22,33,No
1853295,Male,23,65,21,July,171,50,33,48,No
1993848,Male,23,65,21,August,108,66,25,220,No
1629662,Male,23,65,23,September,94,87,34,38,No
1504738,Male,23,65,21,October,122,84,24,550,No
1748935,Male,23,65,23,November,169,51,34,45,No
1966567,Male,23,65,21,December,113,62,11,15,No
1997697,Male,23,65,23,January,115,63,26,91,No
1132631,Male,23,65,24,February,95,49,11,170,No
1213352,Male,23,65,23,March,100,88,7,43,No
1847889,Male,23,65,26,April,94,89,26,33,No
1785120,Male,23,65,23,May,123,54,8,77,No
1237640,Male,23,65,26,June,85,56,8,17,No
1739519,Male,23,65,23,July,156,83,41,16,No
1491155,Male,23,65,21,August,138,84,8,353,No
1969360,Male,23,65,32,September,130,65,32,303,No
1553876,Male,23,65,25,October,98,44,7,147,No
1156832,Male,23,65,24,November,143,85,9,224,No
1536197,Male,23,65,38,December,117,78,31,89,No
1247767,Male,23,65,61,January,96,46,50,153,No
1626071,Male,23,65,25,February,174,43,34,33,No
1491012,Male,23,65,21,March,109,76,43,75,No
1055324,Male,23,65,21,April,51,80,29,65,No
1451536,Male,23,65,43,May,105,65,44,95,No
1027885,Male,23,65,26,June,138,61,10,48,No
1211401,Male,23,65,39,July,148,92,47,399,No
1543414,Male,23,65,25,August,145,49,51,17,No
1012521,Male,23,65,33,September,144,74,53,227,No
1007890,Male,23,65,59,October,60,64,44,399,No
1091065,Male,23,65,21,November,77,49,11,175,No
1815900,Male,23,65,56,December,111,65,57,257,No
1271022,Male,23,65,25,January,120,84,9,37,No
1733840,Male,23,65,21,February,90,92,32,14,No
1461831,Male,23,65,25,March,95,51,16,16,No
1604596,Male,23,65,23,April,136,59,27,50,No
1377922,Male,23,65,25,May,131,85,44,134,No
1119031,Male,23,65,26,June,55,93,45,169,No
1676895,Male,23,65,47,July,105,72,21,139,No
1151757,Male,23,65,23,August,110,57,44,21,No
1371647,Male,23,65,23,September,55,50,45,17,No
1946855,Male,23,65,32,October,109,87,31,165,No
1558238,Male,23,65,32,November,91,52,12,265,No
1654849,Male,23,65,21,December,49,80,40,45,No
1671275,Male,23,65,42,January,92,64,13,55,No
1060691,Male,23,65,23,February,122,80,16,129,No
1405465,Male,23,65,23,March,113,89,11,20,No
1320679,Male,23,65,57,April,135,61,68,79,No
1917568,Male,23,65,34,May,55,83,9,238,No
1462371,Male,23,65,21,June,79,94,37,190,No
1686675,Male,23,65,25,July,53,44,27,17,No
1191586,Male,23,65,23,August,97,67,10,20,No
1429759,Male,23,65,46,September,113,65,20,73,No
1141849,Male,23,65,34,October,89,51,54,31,No
1105757,Male,23,65,32,November,112,80,43,212,No
1288811,Male,23,65,23,December,89,59,20,260,No
1124419,Male,23,65,48,January,90,50,41,214,No
1129879,Male,23,65,32,February,115,73,7,295,No
1485485,Male,23,65,23,March,153,54,19,29,No
1200148,Male,23,65,23,April,89,55,34,492,No
1618752,Male,23,65,29,May,115,72,47,93,No
1384290,Male,23,65,21,June,137,62,26,22,No
1168188,Male,23,65,35,July,78,61,54,260,No
1662591,Male,23,65,35,August,163,86,11,29,No
1862899,Male,23,65,32,September,118,54,12,34,No
1129841,Male,23,65,32,October,132,79,30,30,No
1519185,Male,23,65,24,November,67,56,9,151,No
1258869,Male,23,65,21,December,145,59,11,231,No
1210076,Male,23,65,25,January,171,87,11,166,No
1400793,Male,23,65,21,February,101,84,45,71,No
1165734,Male,23,65,38,March,158,28,22,260,No
1691005,Male,23,65,24,April,119,78,24,177,No
1874627,Male,23,65,21,May,103,74,25,65,No
1579439,Male,23,65,23,June,95,82,8,394,No
1590271,Male,23,65,24,July,117,57,34,212,No
1334359,Male,23,65,26,August,118,51,7,171,No
1424167,Male,23,65,23,September,129,97,9,141,No
1727336,Male,23,65,53,October,80,51,32,218,No
1195401,Male,23,65,25,November,158,56,8,30,No
1336773,Male,23,65,32,December,102,66,21,145,No
1609793,Male,23,65,44,January,102,63,27,63,No
1331058,Male,23,65,26,February,133,92,8,26,No
1717590,Male,23,65,32,March,85,68,31,47,No
1780736,Male,23,65,65,April,47,86,30,22,No
1729154,Male,23,65,34,May,141,40,19,239,No
1883987,Male,23,65,32,June,118,67,12,82,No
1457010,Male,23,65,25,July,85,89,35,18,No
1153047,Male,23,65,57,August,97,59,24,743,No
1784058,Male,23,65,21,September,114,46,48,22,No
1482980,Male,23,65,70,October,89,83,31,15,No
1969586,Male,23,65,48,November,173,62,15,96,No
1970935,Male,23,65,32,December,116,93,34,28,No
1613851,Male,23,65,25,January,157,59,17,45,No
1775818,Male,23,65,32,February,104,64,41,34,No
1443245,Male,23,65,32,March,124,64,10,47,No
1326275,Male,23,65,26,April,54,93,34,28,No
1684849,Male,23,65,24,May,56,44,41,390,No
1336177,Male,23,65,23,June,115,76,43,20,No
1434197,Male,23,65,23,July,148,94,50,70,No
1577974,Male,23,65,31,August,70,91,39,22,No
1040965,Male,23,65,44,September,160,55,36,236,No
1360219,Male,23,65,47,October,131,85,43,401,No
1501261,Male,23,65,38,November,82,78,48,147,No
1974448,Male,23,65,23,December,102,51,46,186,No
1352311,Male,23,65,32,January,114,98,74,173,No
1863111,Male,23,65,21,February,134,55,48,268,No
1412804,Male,23,65,46,March,100,52,13,177,No
1490914,Male,23,65,32,April,97,91,56,94,No
1171755,Male,23,65,54,May,104,63,33,491,No
1152406,Male,23,65,47,June,95,63,43,76,No
1383406,Male,23,65,32,July,100,65,27,294,No
1753550,Male,23,65,21,August,159,87,12,15,No
1083934,Male,23,65,53,September,102,45,28,444,No
1185180,Male,23,65,41,October,110,68,28,370,No
1530759,Male,23,65,23,November,104,86,22,170,No
1241813,Male,23,65,24,December,143,86,25,32,No
1935882,Male,23,65,45,January,58,69,8,27,No
1339122,Male,23,65,53,February,86,62,8,26,No
1241498,Male,23,65,77,March,51,54,34,48,No
1727213,Male,23,65,23,April,96,97,34,41,No
1664324,Male,23,65,25,May,109,84,18,219,No
1844417,Male,23,65,23,June,147,80,19,54,No
1353084,Male,23,65,21,July,70,64,11,46,No
1166378,Male,23,65,32,August,137,64,29,18,No
1475322,Male,23,65,24,September,56,91,38,208,No
1589198,Male,23,65,23,October,97,61,12,24,No
1844424,Male,23,65,21,November,136,62,26,337,No
1931940,Male,23,65,21,December,128,60,16,30,No
1998691,Male,23,65,24,January,157,60,15,183,No
1028382,Male,23,65,58,February,95,84,44,491,No
1651226,Male,23,65,55,March,177,48,53,16,No
1480161,Male,23,65,26,April,123,56,40,15,No
1303766,Male,23,65,53,May,86,80,18,50,No
1232972,Male,23,65,54,June,60,65,48,83,No
1716093,Male,23,65,32,July,86,55,19,158,No
1559564,Male,23,65,21,August,73,47,46,17,No
1504516,Male,23,65,30,September,74,85,8,43,No
1254255,Male,23,65,23,October,126,85,10,44,No
1798246,Male,23,65,32,November,80,87,38,231,No
1116430,Male,23,65,21,December,112,85,44,93,No
1313772,Male,23,65,33,January,87,31,37,34,No
1929365,Male,23,65,21,February,130,96,16,167,No
1412838,Male,23,65,24,March,85,68,11,83,No
1404152,Male,23,65,23,April,76,83,15,47,No
1335187,Male,23,65,47,May,181,65,16,95,No
1889619,Male,23,65,24,June,69,84,26,158,No
1140794,Male,23,65,32,July,86,41,35,29,No
1336409,Male,23,65,21,August,107,108,21,38,No
1238492,Male,23,65,47,September,48,74,37,168,No
1271032,Male,23,65,24,October,173,57,10,190,No
1704360,Male,23,65,21,November,96,61,21,87,No
1574055,Male,23,65,62,December,114,70,43,528,No
1100908,Male,23,65,21,January,105,67,55,605,No
1900181,Male,23,65,21,February,81,43,32,68,No
1221823,Male,23,65,32,March,173,86,57,288,No
1619964,Male,23,65,23,April,133,70,40,213,No
1989552,Male,23,65,45,May,122,93,47,68,No
1634809,Male,23,65,21,June,169,71,43,65,No
1730786,Male,23,65,26,July,154,55,15,241,No
1010238,Male,23,65,24,August,156,79,19,151,No
1686143,Male,23,65,42,September,172,65,30,536,No
1669037,Male,23,65,23,October,93,78,24,203,No
1106050,Male,23,65,30,November,89,86,21,157,No
1417727,Male,23,65,32,December,100,51,32,148,No
1818493,Male,23,65,47,January,133,64,23,65,No
1464907,Male,23,65,32,February,156,39,7,29,No
1072184,Male,23,65,25,March,81,87,34,125,No
1859909,Male,23,65,32,April,157,82,45,42,No
1563649,Male,23,65,43,May,101,76,32,438,No
1091256,Male,23,65,24,June,103,61,36,310,No
1631311,Male,23,65,53,July,68,86,24,139,No
1872500,Male,23,65,21,August,165,40,43,35,No
1160191,Male,23,65,36,September,139,83,16,33,No
1009922,Male,23,65,32,October,113,92,28,62,No
1691135,Male,23,65,33,November,135,95,13,149,No
1534663,Male,23,65,47,December,101,68,8,47,No
1817114,Male,23,65,21,January,135,44,45,24,No
1081060,Male,23,65,23,February,76,58,8,195,No
1003777,Male,23,65,23,March,78,49,24,45,No
1179749,Male,23,65,23,April,82,95,10,684,No
1814102,Male,23,65,21,May,111,69,48,54,No
1702197,Male,23,65,32,June,76,61,32,44,No
1721874,Male,23,65,32,July,56,67,46,55,No
1341047,Male,23,65,21,August,98,67,13,56,No
1896670,Male,23,65,32,September,77,84,34,44,No
1565137,Male,23,65,43,October,151,60,49,158,No
1553647,Male,23,65,23,November,126,48,36,16,No
1134704,Male,23,65,32,December,107,78,48,246,No
1330994,Male,23,65,23,January,70,81,50,66,No
1661202,Male,23,65,25,February,78,96,7,356,No
1269141,Male,23,65,21,March,49,92,38,545,No
1436880,Male,23,65,26,April,102,84,54,22,No
1144219,Male,23,65,26,May,137,78,31,132,No
1265189,Male,23,65,21,June,83,85,26,57,No
1976419,Male,23,65,32,July,53,46,34,39,No
1201633,Male,23,65,21,August,80,78,44,42,No
1642446,Male,23,65,21,September,169,78,8,21,No
1463032,Male,23,65,59,October,82,77,54,81,No
1037334,Male,23,65,24,November,90,63,11,38,No
1872463,Male,23,65,38,December,170,73,43,648,No
1193324,Male,23,65,43,January,120,65,23,15,No
1150911,Male,23,65,23,February,119,96,25,51,No
1296547,Male,23,65,24,March,149,90,10,47,No
1091117,Male,23,65,21,April,109,60,21,30,No
1273980,Male,23,65,24,May,157,53,41,198,No
1453035,Male,23,65,23,June,70,66,9,27,No
1868031,Male,23,65,38,July,93,83,9,42,No
1982139,Male,23,65,25,August,120,53,7,160,No
1399904,Male,23,65,32,September,188,66,24,52,No
1718897,Male,23,65,24,October,82,85,10,140,No
1524715,Male,23,65,24,November,159,55,43,40,No
1053177,Male,23,65,23,December,45,53,52,175,No
1503001,Male,23,65,32,January,113,79,42,92,No
1759853,Male,23,65,21,February,96,49,35,213,No
1654283,Male,23,65,56,March,102,91,12,353,No
1726366,Male,23,65,32,April,148,49,46,177,No
1987397,Male,23,65,23,May,127,84,11,42,No
1888392,Male,23,65,38,June,178,81,14,56,No
1672363,Male,23,65,32,July,82,98,16,22,No
1300388,Male,23,65,25,August,69,64,9,138,No
1526733,Male,23,65,32,September,127,78,38,44,No
1078802,Male,23,65,24,October,142,78,41,280,No
1354021,Male,23,65,21,November,165,83,34,163,No
1766318,Male,23,65,26,December,178,54,35,160,No
1721457,Male,23,65,45,January,151,100,24,189,No
1228002,Male,23,65,21,February,76,59,23,50,No
1684890,Male,23,65,21,March,139,74,43,298,No
1968510,Male,23,65,32,April,164,89,18,209,No
1889635,Male,23,65,32,May,137,84,55,19,No
1618504,Male,23,65,23,June,167,62,9,47,No
1169353,Male,23,65,57,July,107,64,23,241,No
1591423,Male,23,65,21,August,151,96,30,53,No
1176042,Male,23,65,32,September,95,61,25,45,No
1518222,Male,23,65,24,October,179,48,55,254,No
1149892,Male,23,65,55,November,148,55,11,22,No
1610771,Male,23,65,24,December,114,49,34,398,No
1579492,Male,23,65,21,January,93,65,35,43,No
1306236,Male,23,65,21,February,54,92,40,143,No
1145081,Male,23,65,34,March,108,92,31,334,No
1046704,Male,23,65,45,April,143,105,22,197,No
1551102,Male,23,65,49,May,94,51,46,19,No
1048546,Male,23,65,21,June,92,69,34,145,No
1843337,Male,23,65,36,July,173,97,12,315,No
1091746,Male,23,65,32,August,149,89,26,93,No
1201491,Male,23,65,24,September,138,61,34,202,No
1292343,Male,23,65,23,October,80,83,34,19,No
1529986,Male,23,65,32,November,128,39,36,24,No
1074931,Male,23,65,43,December,176,100,23,140,No
1537221,Male,23,65,32,January,118,52,11,639,No
1923028,Male,23,65,32,February,57,46,10,191,No
1542136,Male,23,65,25,March,137,50,10,192,No
1110742,Male,23,65,26,April,73,24,43,19,No
1954204,Male,23,65,26,May,157,94,38,17,No
1779918,Male,23,65,26,June,114,95,44,34,No
1767314,Male,23,65,59,July,107,60,51,467,No
1044131,Male,23,65,32,August,102,62,34,319,No
1217025,Male,23,65,37,September,180,87,12,64,No
1855306,Male,23,65,21,October,53,81,21,46,No
1512621,Male,23,65,25,November,171,54,31,137,No
1380308,Male,23,65,32,December,47,66,25,212,No
1366538,Male,23,65,52,January,79,87,46,139,No
1757590,Male,23,65,26,February,80,81,45,230,No
1935398,Male,23,65,32,March,91,89,32,249,No
1307584,Male,23,65,26,April,52,64,52,20,No
1776541,Male,23,65,23,May,154,83,11,27,No
1971594,Male,23,65,25,June,118,48,32,71,No
1392691,Male,23,65,23,July,47,81,23,68,No
1736004,Male,23,65,23,August,138,42,42,41,No
1491021,Male,23,65,36,September,81,95,36,67,No
1884316,Male,23,65,32,October,125,84,37,75,No
1551111,Male,23,65,47,November,176,91,28,297,No
1725798,Male,23,65,55,December,144,49,7,27,No
1047698,Male,23,65,39,January,173,78,14,534,No
1291167,Male,23,65,25,February,84,66,15,682,No
1350668,Male,23,65,32,March,101,68,10,191,No
1845838,Male,23,65,56,April,97,62,15,191,No
1949952,Male,23,65,26,May,91,51,31,48,No
1779572,Male,23,65,55,June,104,85,45,78,No
1719599,Male,23,65,23,July,58,84,11,198,No
1568308,Male,23,65,43,August,103,74,23,210,No
1352307,Male,23,65,44,September,96,66,10,55,No
1122875,Male,23,65,32,October,70,55,12,156,No
1580867,Male,23,65,24,November,135,54,32,14,No
1377770,Male,23,65,21,December,90,39,20,46,No
1928871,Male,23,65,24,January,95,80,11,22,No
1162450,Male,23,65,21,February,113,61,55,379,No
1703417,Male,23,65,23,March,71,96,22,64,No
1681949,Male,23,65,32,April,53,80,23,126,No
1652843,Male,23,65,26,May,106,84,10,168,No
1284148,Male,23,65,26,June,85,81,7,46,No
1226209,Male,23,65,32,July,95,78,45,219,No
1364450,Male,23,65,32,August,122,87,23,30,No
1526105,Male,23,65,26,September,86,85,33,265,No
1566785,Male,23,65,24,October,78,114,7,191,No
1744690,Male,23,65,26,November,118,94,10,71,No
1245373,Male,23,65,21,December,152,93,26,60,No
1118727,Male,23,65,32,January,136,74,13,162,No
1615138,Male,23,65,30,February,76,70,25,143,No
1615686,Male,23,65,32,March,137,43,11,30,No
1877928,Male,23,65,26,April,95,51,41,150,No
1811039,Male,23,65,32,May,109,88,41,180,No
1562973,Male,23,65,25,June,150,82,7,268,No
1273587,Male,23,65,24,July,67,59,7,26,No
1499977,Male,23,65,23,August,86,63,7,47,No
1090531,Male,23,65,23,September,89,42,12,26,No
1750679,Male,23,65,44,October,177,92,12,96,No
1555402,Male,23,65,26,November,127,83,30,37,No
1454505,Male,23,65,42,December,120,63,28,27,No
1242545,Male,23,65,35,January,107,82,36,65,No
1701774,Male,23,65,23,February,69,52,31,32,No
1374084,Male,23,65,43,March,96,88,56,154,No
1619736,Male,23,65,25,April,52,55,12,44,No
1889851,Male,23,65,37,May,170,89,43,282,No
1870100,Male,23,65,57,June,110,81,31,38,No
1022860,Male,23,65,56,July,107,71,10,213,No
1503362,Male,23,65,21,August,145,91,29,377,No
1172714,Male,23,65,21,September,80,94,32,186,No
1668395,Male,23,65,32,October,154,101,29,246,No
1061939,Male,23,65,21,November,132,59,23,17,No
1743718,Male,23,65,21,December,80,62,38,61,No
1602049,Male,23,65,26,January,84,54,46,446,No
1881770,Male,23,65,45,February,116,83,11,161,No
1242281,Male,23,65,26,March,116,92,7,254,No
1351960,Male,23,65,24,April,92,83,11,328,No
1135563,Male,23,65,39,May,192,85,39,85,No
1934284,Male,23,65,21,June,71,58,32,312,No
1232058,Male,23,65,44,July,147,99,56,255,No
1965181,Male,23,65,32,August,136,90,11,190,No
1659542,Male,23,65,25,September,156,64,34,29,No
1089458,Male,23,65,32,October,80,81,11,38,No
1760946,Male,23,65,57,November,97,76,46,207,No
1417628,Male,23,65,61,December,120,80,23,40,No
1848974,Male,23,65,32,January,116,61,28,70,No
1062595,Male,23,65,31,February,116,43,26,469,No
1073209,Male,23,65,25,March,110,61,41,151,No
1058840,Male,23,65,24,April,88,49,29,231,No
1116460,Male,23,65,24,May,166,71,12,49,No
1621833,Male,23,65,24,June,86,64,10,44,No
1889485,Male,23,65,24,July,126,65,56,37,No
1899843,Male,23,65,35,August,76,65,9,143,No
1177138,Male,23,65,23,September,117,82,48,137,No
1153142,Male,23,65,45,October,116,63,21,301,No
1478111,Male,23,65,21,November,110,84,42,44,No
1935538,Male,23,65,32,December,98,89,27,81,No
1366261,Male,23,65,47,January,65,90,29,75,No
1886566,Male,23,65,40,February,148,73,43,250,No
1752760,Male,23,65,32,March,98,81,10,47,No
1822297,Male,23,65,21,April,136,43,11,177,No
1717343,Male,23,65,24,May,125,41,31,42,No
1244802,Male,23,65,58,June,105,88,46,183,No
1289352,Male,23,65,24,July,68,61,43,25,No
1152364,Male,23,65,23,August,117,49,33,43,No
1396988,Male,23,65,21,September,113,49,27,48,No
1460625,Male,23,65,26,October,82,51,46,46,No
1524086,Male,23,65,40,November,134,64,54,71,No
1796724,Male,23,65,26,December,68,65,42,197,No
1294192,Male,23,65,21,January,90,94,11,579,No
1925328,Male,23,65,43,February,176,52,22,332,No
1872345,Male,23,65,24,March,158,98,16,79,No
1180337,Male,23,65,46,April,132,89,15,27,No
1818072,Male,23,65,23,May,107,83,39,57,No
1534821,Male,23,65,25,June,152,85,35,22,No
1895355,Male,23,65,21,July,93,49,11,49,No
1307882,Male,23,65,23,August,115,68,41,282,No
1970824,Male,23,65,23,September,157,78,21,25,No
1969762,Male,23,65,25,October,72,87,25,17,No
1388538,Male,23,65,45,November,82,90,9,227,No
1237422,Male,23,65,58,December,125,83,11,631,No
1170861,Male,23,65,21,January,97,99,8,465,No
1058480,Male,23,65,21,February,100,70,41,93,No
1772991,Male,23,65,67,March,148,67,9,24,No
1371459,Male,23,65,21,April,92,65,45,32,No
1075850,Male,23,65,36,May,117,92,53,263,No
1478872,Male,23,65,21,June,141,62,37,326,No
1443633,Male,23,65,38,July,97,67,50,89,No
1680119,Male,23,65,21,August,96,67,30,19,No
1538616,Male,23,65,21,September,53,49,8,33,No
1547582,Male,23,65,32,October,113,67,37,229,No
1220884,Male,23,65,23,November,81,76,44,32,No
1296162,Male,23,65,31,December,99,56,28,24,No
1861748,Male,23,65,25,January,138,53,45,195,No
1700602,Male,23,65,23,February,122,78,46,129,No
1429037,Male,23,65,23,March,77,81,39,271,No
1470156,Male,23,65,21,April,71,65,17,39,No
1559401,Male,23,65,21,May,149,49,11,154,No
1619191,Male,23,65,32,June,71,63,40,178,No
1334498,Male,23,65,21,July,120,63,43,90,No
1194119,Male,23,65,44,August,119,93,49,314,No
1469709,Male,23,65,21,September,119,43,43,187,No
1335454,Male,23,65,47,October,89,74,15,29,No
1150369,Male,23,65,56,November,97,99,13,79,No
1261593,Male,23,65,32,December,124,66,18,43,No
1087068,Male,23,65,26,January,69,60,21,38,No
1264076,Male,23,65,25,February,114,93,17,49,No
1501587,Male,23,65,32,March,115,58,10,25,No
1411800,Male,23,65,33,April,158,31,20,26,No
1776024,Male,23,65,24,May,131,93,14,81,No
1467275,Male,23,65,23,June,120,85,35,81,No
1283609,Male,23,65,35,July,76,50,39,47,No
1854952,Male,23,65,32,August,57,84,42,38,No
1586549,Male,23,65,21,September,96,73,43,96,No
1996630,Male,23,65,21,October,125,56,57,51,No
1553819,Male,23,65,33,November,155,97,26,228,No
1709664,Male,23,65,23,December,138,52,45,583,No
1119442,Male,23,65,21,January,110,51,13,72,No
1790784,Male,23,65,23,February,146,85,9,28,No
1917169,Male,23,65,30,March,49,60,8,233,No
1832062,Male,23,65,23,April,51,95,22,20,No
1154029,Male,23,65,32,May,88,106,14,86,No
1746053,Male,23,65,40,June,58,64,9,142,No
1214343,Male,23,65,43,July,174,65,13,85,No
1918286,Male,23,65,21,August,170,61,11,204,No
1844521,Male,23,65,41,September,105,61,22,236,No
1701678,Male,23,65,24,October,165,81,18,308,No
1791612,Male,23,65,23,November,65,72,29,33,No
1719784,Male,23,65,21,December,97,51,17,14,No
1967968,Male,23,65,21,January,100,77,23,93,No
1433199,Male,23,65,32,February,56,45,35,47,No
1713822,Male,23,65,53,March,77,90,37,212,No
1303260,Male,23,65,23,April,136,78,45,211,No
1828511,Male,23,65,40,May,136,69,12,219,No
1864857,Male,23,65,23,June,91,70,8,168,No
1854242,Male,23,65,23,July,111,78,54,193,No
1596175,Male,23,65,23,August,78,79,10,30,No
1873856,Male,23,65,21,September,95,79,33,137,No
1331077,Male,23,65,21,October,142,106,19,550,No
1663261,Male,23,65,32,November,77,80,43,20,No
1819876,Male,23,65,34,December,126,95,33,47,No
1247695,Male,23,65,23,January,97,64,21,237,No
1191962,Male,23,65,26,February,151,50,37,19,No
1222375,Male,23,65,24,March,121,49,29,30,No
1534625,Male,23,65,30,April,172,78,55,83,No
1905798,Male,23,65,63,May,130,71,46,393,No
1577355,Male,23,65,21,June,98,61,53,82,No
1249707,Male,23,65,43,July,61,98,22,254,No
1445933,Male,23,65,54,August,135,65,43,287,No
1764156,Male,23,65,32,September,75,44,11,48,No
1900056,Male,23,65,21,October,79,80,8,128,No
1136513,Male,23,65,23,November,125,78,43,38,No
